0315;0220
Bounds;359.308323;61.016137;359.923906;61.472050
Aperture;12;1;3
Background photometric window
DATE_OBS     ;NAME                     ;FILTER;CATRA     ;CATDEC    ;IMGRA     ;IMGDEC    ;IMGX    ;IMGY    ;R1mag ;BKGROUND;BGSTDDEV;BGRJCT;PSF_A    ;PSF_SIGMAX;PSF_SIGMAY;PSF_THETA;PSF_MAD     ;FLUX12   ;SNR12   ;FLAG
2457266.79609;USNO 1514-0372608        ;V     ;359.545112; 61.406164;359.545707; 61.406316; 253.434; 399.912;12.220;2647.574;53.27213;0.4940;0.0114819;7.75824587;6.21595620;20.821253;3.08526E-002;78947.804;124.8416;0000
2457266.79609;USNO 1514-0372198        ;V     ;359.393135; 61.464433;359.393107; 61.464638;  70.913; 168.283;12.230;2624.105;53.27213;0.4940;0.0112112;8.05787501;6.50490888;21.981545;2.95025E-002;81642.612;128.6701;0001
2457266.79609;USNO 1511-0379195        ;V     ;359.807409; 61.154081;359.807771; 61.154773;1043.326; 805.590;12.280;2656.172;53.27213;0.4940;0.0165188;7.64606671;5.85947970;25.783644;2.60548E-002;107391.55;164.0851;0001
2457266.79609;USNO 1513-0378274        ;V     ;359.737095; 61.395720;359.735137; 61.395039; 286.367; 686.467;12.300;2652.301;53.27213;0.4940;0.0111383;7.13334612;5.90346515;19.276194;4.25990E-002;73848.541;117.5297;0001
2457266.79609;USNO 1513-0377358        ;V     ;359.403593; 61.322221;359.403946; 61.322431; 519.604; 187.395;12.340;2654.737;53.27213;0.4940;0.0066461;5.68953907;5.01036266;67.913035;2.84057E-001;52122.738;85.33436;0000
2457266.79609;USNO 1512-0376501        ;V     ;359.396623; 61.245072;359.396630; 61.245131; 763.614; 177.792;12.350;2681.902;53.27213;0.4940;0.0292100;6.97711099;5.36215346;11.402584;2.11564E-002;167569.48;239.7446;0001
2457266.79609;USNO 1510-0375958        ;V     ;359.662673; 61.067862;359.662082; 61.067966;1319.645; 586.517;12.360;2660.440;53.27213;0.4940;0.0083074;7.24729936;6.20954573;34.362968;4.63665E-002;54995.436;89.69283;0000
2457266.79609;USNO 1511-0378383        ;V     ;359.554831; 61.190289;359.554388; 61.190394; 934.734; 418.800;12.380;2655.829;53.27213;0.4940;0.0141224;7.00059930;5.57461303;14.856246;2.64929E-002;82897.562;130.4448;0001
2457266.79609;USNO 1511-0378585        ;V     ;359.611753; 61.113717;359.611312; 61.113824;1175.641; 507.642;12.390;2656.909;53.27213;0.4940;0.0125704;7.43252995;5.90715244;18.247745;2.74651E-002;79907.817;126.2083;0000
2457266.79609;USNO 1510-0376287        ;V     ;359.766895; 61.029723;359.767946; 61.029459;1439.477; 749.591;12.390;2631.046;53.27213;0.4940;0.0026484;21.2678846;9.10813918;110.12124;1.22273E-001;29875.355;50.43832;0002
2457266.79609;USNO 1512-0377577        ;V     ;359.735364; 61.248764;359.735263; 61.248803; 747.841; 691.845;12.410;2643.291;53.27213;0.4940;0.0046583;11.6984693;7.18692184;60.843690;6.50435E-002;45736.084;75.52750;0000
2457266.79609;USNO 1511-0378942        ;V     ;359.721817; 61.184412;359.723126; 61.183943; 952.715; 675.681;12.410;2650.830;53.27213;0.4940;0.0121775;7.37663134;5.87049024;19.139188;2.75784E-002;76478.836;121.3124;0001
2457266.79609;USNO 1511-0378083        ;V     ;359.456556; 61.170781;359.456101; 61.171015; 996.967; 269.724;12.420;2661.448;53.27213;0.4940;0.0137939;7.01206041;5.60897826;13.730522;2.83301E-002;81755.538;128.8300;0000
2457266.79609;USNO 1511-0378982        ;V     ;359.735387; 61.125598;359.734792; 61.125709;1136.298; 695.493;12.440;2652.786;53.27213;0.4940;0.0173313;7.46502909;5.95728753;25.594712;2.34024E-002;111577.12;169.6535;0000
2457266.79609;USNO 1511-0379394        ;V     ;359.887956; 61.161303;359.887523; 61.161190;1021.564; 926.755;12.460;2648.389;53.27213;0.4940;0.0132818;7.84028847;5.88540032;22.136913;2.64179E-002;86835.016;135.9794;0000
2457266.79609;USNO 1513-0378516        ;V     ;359.832992; 61.352998;359.833019; 61.352997; 417.340; 836.069;12.460;2659.028;53.27213;0.4940;0.0156654;7.37188869;5.94273525;14.786383;2.52599E-002;101121.19;155.6480;0001
2457266.79609;USNO 1513-0377789        ;V     ;359.560120; 61.323264;359.560351; 61.323082; 515.928; 424.284;12.470;2639.162;53.27213;0.4940;0.0139943;7.09567099;5.55558598;15.162500;2.76507E-002;83545.426;131.3590;0000
2457266.79609;USNO 1511-0378059        ;V     ;359.447328; 61.179362;359.446975; 61.179543; 970.144; 255.651;12.490;2647.716;53.27213;0.4940;0.0094743;6.99163680;5.50330180;10.783789;3.46808E-002;55774.545;90.86939;0000
2457266.79609;USNO 1510-0375621        ;V     ;359.529561; 61.037323;359.539692; 61.038160;1415.329; 400.409;12.500;3011.931;53.27213;0.4940;0.3573143;9.27326690;7.36416184;141.26270;9.23806E-003;3094988.5;1674.570;0001
2457266.79609;USNO 1512-0377771        ;V     ;359.793397; 61.270700;359.793678; 61.270616; 678.015; 779.695;12.520;2642.422;53.27213;0.4940;0.0079636;7.38246687;5.89142552;20.574522;3.85020E-002;50334.721;82.60523;0000
2457266.79609;USNO 1512-0377706        ;V     ;359.774540; 61.297080;359.780487; 61.296224; 597.435; 758.718;12.540;2644.226;53.27213;0.4940;0.0014278;13.6381747;6.65568077;138.33948;1.93580E-001;12585.570;21.79187;0001
2457266.79609;USNO 1512-0377166        ;V     ;359.617005; 61.200856;359.616683; 61.200983; 900.516; 513.238;12.550;2729.745;53.27213;0.4940;0.0203621;6.23379629;5.04984278;16.896153;9.41181E-002;121841.27;183.1004;0001
